week_iso,slug,brand,value,partial_data
2026-03-08,drill,makita,6,0
2026-03-15,drill,makita,6,0
2026-03-22,drill,makita,8,0
2026-03-29,drill,makita,16,0
2026-04-05,drill,makita,23,0
2026-04-12,drill,makita,21,0
2026-04-19,drill,makita,18,0
2026-04-26,drill,makita,15,0
2026-05-03,drill,makita,10,0
2026-05-10,drill,makita,17,0
2026-05-17,drill,makita,22,1
2025-05-18,drill,milwaukee,31,0
2025-05-25,drill,milwaukee,31,0
2025-06-01,drill,milwaukee,30,0
2025-06-08,drill,milwaukee,33,0
2025-06-15,drill,milwaukee,35,0
2025-06-22,drill,milwaukee,35,0
2025-06-29,drill,milwaukee,32,0
2025-07-06,drill,milwaukee,33,0
2025-07-13,drill,milwaukee,30,0
2025-07-20,drill,milwaukee,32,0
2025-07-27,drill,milwaukee,33,0
2025-08-03,drill,milwaukee,33,0
2025-08-10,drill,milwaukee,33,0
2025-08-17,drill,milwaukee,33,0
2025-08-24,drill,milwaukee,30,0
2025-08-31,drill,milwaukee,33,0
2025-09-07,drill,milwaukee,34,0
2025-09-14,drill,milwaukee,35,0
2025-09-21,drill,milwaukee,32,0
2025-09-28,drill,milwaukee,28,0
2025-10-05,drill,milwaukee,29,0
2025-10-12,drill,milwaukee,38,0
2025-10-19,drill,milwaukee,29,0
2025-10-26,drill,milwaukee,28,0
2025-11-02,drill,milwaukee,31,0
2025-11-09,drill,milwaukee,33,0
2025-11-16,drill,milwaukee,31,0
2025-11-23,drill,milwaukee,37,0
2025-11-30,drill,milwaukee,35,0
2025-12-07,drill,milwaukee,32,0
2025-12-14,drill,milwaukee,32,0
2025-12-21,drill,milwaukee,29,0
2025-12-28,drill,milwaukee,25,0
2026-01-04,drill,milwaukee,30,0
2026-01-11,drill,milwaukee,28,0
2026-01-18,drill,milwaukee,30,0
2026-01-25,drill,milwaukee,30,0
2026-02-01,drill,milwaukee,27,0
2026-02-08,drill,milwaukee,33,0
2026-02-15,drill,milwaukee,31,0
2026-02-22,drill,milwaukee,31,0
2026-03-01,drill,milwaukee,29,0
2026-03-08,drill,milwaukee,30,0
2026-03-15,drill,milwaukee,33,0
2026-03-22,drill,milwaukee,39,0
2026-03-29,drill,milwaukee,77,0
2026-04-05,drill,milwaukee,99,0
2026-04-12,drill,milwaukee,100,0
2026-04-19,drill,milwaukee,83,0
2026-04-26,drill,milwaukee,62,0
2026-05-03,drill,milwaukee,48,0
2026-05-10,drill,milwaukee,81,0
2026-05-17,drill,milwaukee,94,1
2025-05-18,drill,ryobi,14,0
2025-05-25,drill,ryobi,16,0
2025-06-01,drill,ryobi,14,0
2025-06-08,drill,ryobi,14,0
2025-06-15,drill,ryobi,17,0
2025-06-22,drill,ryobi,13,0
2025-06-29,drill,ryobi,15,0
2025-07-06,drill,ryobi,13,0
2025-07-13,drill,ryobi,15,0
2025-07-20,drill,ryobi,13,0
2025-07-27,drill,ryobi,14,0
2025-08-03,drill,ryobi,15,0
2025-08-10,drill,ryobi,13,0
2025-08-17,drill,ryobi,14,0
2025-08-24,drill,ryobi,12,0
2025-08-31,drill,ryobi,13,0
2025-09-07,drill,ryobi,12,0
2025-09-14,drill,ryobi,13,0
2025-09-21,drill,ryobi,13,0
2025-09-28,drill,ryobi,10,0
2025-10-05,drill,ryobi,7,0
2025-10-12,drill,ryobi,9,0
2025-10-19,drill,ryobi,9,0
2025-10-26,drill,ryobi,9,0
2025-11-02,drill,ryobi,8,0
2025-11-09,drill,ryobi,10,0
2025-11-16,drill,ryobi,10,0
2025-11-23,drill,ryobi,10,0
2025-11-30,drill,ryobi,9,0
2025-12-07,drill,ryobi,8,0
2025-12-14,drill,ryobi,8,0
2025-12-21,drill,ryobi,8,0
2025-12-28,drill,ryobi,7,0
2026-01-04,drill,ryobi,7,0
2026-01-11,drill,ryobi,8,0
2026-01-18,drill,ryobi,11,0
2026-01-25,drill,ryobi,11,0
2026-02-01,drill,ryobi,8,0
2026-02-08,drill,ryobi,10,0
2026-02-15,drill,ryobi,9,0
2026-02-22,drill,ryobi,9,0
2026-03-01,drill,ryobi,10,0
2026-03-08,drill,ryobi,12,0
2026-03-15,drill,ryobi,13,0
2026-03-22,drill,ryobi,18,0
2026-03-29,drill,ryobi,36,0
2026-04-05,drill,ryobi,50,0
2026-04-12,drill,ryobi,52,0
2026-04-19,drill,ryobi,42,0
2026-04-26,drill,ryobi,29,0
2026-05-03,drill,ryobi,25,0
2026-05-10,drill,ryobi,40,0
2026-05-17,drill,ryobi,47,1
2025-05-18,earbuds,beats studio buds,0,0
2025-05-25,earbuds,beats studio buds,0,0
2025-06-01,earbuds,beats studio buds,0,0
2025-06-08,earbuds,beats studio buds,0,0
2025-06-15,earbuds,beats studio buds,0,0
2025-06-22,earbuds,beats studio buds,0,0
2025-06-29,earbuds,beats studio buds,0,0
2025-07-06,earbuds,beats studio buds,0,0
2025-07-13,earbuds,beats studio buds,0,0
2025-07-20,earbuds,beats studio buds,0,0
2025-07-27,earbuds,beats studio buds,0,0
2025-08-03,earbuds,beats studio buds,0,0
2025-08-10,earbuds,beats studio buds,0,0
2025-08-17,earbuds,beats studio buds,0,0
2025-08-24,earbuds,beats studio buds,0,0
2025-08-31,earbuds,beats studio buds,0,0
2025-09-07,earbuds,beats studio buds,0,0
2025-09-14,earbuds,beats studio buds,0,0
2025-09-21,earbuds,beats studio buds,0,0
2025-09-28,earbuds,beats studio buds,0,0
2025-10-05,earbuds,beats studio buds,0,0
2025-10-12,earbuds,beats studio buds,0,0
2025-10-19,earbuds,beats studio buds,0,0
2025-10-26,earbuds,beats studio buds,0,0
2025-11-02,earbuds,beats studio buds,0,0
2025-11-09,earbuds,beats studio buds,0,0
2025-11-16,earbuds,beats studio buds,0,0
2025-11-23,earbuds,beats studio buds,0,0
2025-11-30,earbuds,beats studio buds,0,0
2025-12-07,earbuds,beats studio buds,0,0
2025-12-14,earbuds,beats studio buds,0,0
2025-12-21,earbuds,beats studio buds,8,0
2025-12-28,earbuds,beats studio buds,0,0
2026-01-04,earbuds,beats studio buds,0,0
2026-01-11,earbuds,beats studio buds,0,0
2026-01-18,earbuds,beats studio buds,0,0
2026-01-25,earbuds,beats studio buds,0,0
2026-02-01,earbuds,beats studio buds,0,0
2026-02-08,earbuds,beats studio buds,0,0
2026-02-15,earbuds,beats studio buds,0,0
2026-02-22,earbuds,beats studio buds,0,0
2026-03-01,earbuds,beats studio buds,0,0
2026-03-08,earbuds,beats studio buds,0,0
2026-03-15,earbuds,beats studio buds,0,0
2026-03-22,earbuds,beats studio buds,7,0
2026-03-29,earbuds,beats studio buds,19,0
2026-04-05,earbuds,beats studio buds,32,0
2026-04-12,earbuds,beats studio buds,31,0
2026-04-19,earbuds,beats studio buds,15,0
2026-04-26,earbuds,beats studio buds,10,0
2026-05-03,earbuds,beats studio buds,10,0
2026-05-10,earbuds,beats studio buds,14,0
2026-05-17,earbuds,beats studio buds,17,1
2025-05-18,earbuds,bose quietcomfort earbuds,0,0
2025-05-25,earbuds,bose quietcomfort earbuds,0,0
2025-06-01,earbuds,bose quietcomfort earbuds,0,0
2025-06-08,earbuds,bose quietcomfort earbuds,0,0
2025-06-15,earbuds,bose quietcomfort earbuds,0,0
2025-06-22,earbuds,bose quietcomfort earbuds,0,0
2025-06-29,earbuds,bose quietcomfort earbuds,0,0
2025-07-06,earbuds,bose quietcomfort earbuds,0,0
2025-07-13,earbuds,bose quietcomfort earbuds,0,0
2025-07-20,earbuds,bose quietcomfort earbuds,0,0
2025-07-27,earbuds,bose quietcomfort earbuds,0,0
2025-08-03,earbuds,bose quietcomfort earbuds,13,0
2025-08-10,earbuds,bose quietcomfort earbuds,17,0
2025-08-17,earbuds,bose quietcomfort earbuds,0,0
2025-08-24,earbuds,bose quietcomfort earbuds,0,0
2025-08-31,earbuds,bose quietcomfort earbuds,0,0
2025-09-07,earbuds,bose quietcomfort earbuds,0,0
2025-09-14,earbuds,bose quietcomfort earbuds,0,0
2025-09-21,earbuds,bose quietcomfort earbuds,0,0
2025-09-28,earbuds,bose quietcomfort earbuds,0,0
2025-10-05,earbuds,bose quietcomfort earbuds,0,0
2025-10-12,earbuds,bose quietcomfort earbuds,0,0
2025-10-19,earbuds,bose quietcomfort earbuds,0,0
2025-10-26,earbuds,bose quietcomfort earbuds,0,0
2025-11-02,earbuds,bose quietcomfort earbuds,0,0
2025-11-09,earbuds,bose quietcomfort earbuds,0,0
2025-11-16,earbuds,bose quietcomfort earbuds,0,0
2025-11-23,earbuds,bose quietcomfort earbuds,0,0
2025-11-30,earbuds,bose quietcomfort earbuds,0,0
2025-12-07,earbuds,bose quietcomfort earbuds,9,0
2025-12-14,earbuds,bose quietcomfort earbuds,0,0
2025-12-21,earbuds,bose quietcomfort earbuds,0,0
2025-12-28,earbuds,bose quietcomfort earbuds,0,0
2026-01-04,earbuds,bose quietcomfort earbuds,0,0
2026-01-11,earbuds,bose quietcomfort earbuds,0,0
2026-01-18,earbuds,bose quietcomfort earbuds,0,0
2026-01-25,earbuds,bose quietcomfort earbuds,0,0
2026-02-01,earbuds,bose quietcomfort earbuds,0,0
2026-02-08,earbuds,bose quietcomfort earbuds,0,0
2026-02-15,earbuds,bose quietcomfort earbuds,0,0
2026-02-22,earbuds,bose quietcomfort earbuds,7,0
2026-03-01,earbuds,bose quietcomfort earbuds,0,0
2026-03-08,earbuds,bose quietcomfort earbuds,0,0
2026-03-15,earbuds,bose quietcomfort earbuds,0,0
2026-03-22,earbuds,bose quietcomfort earbuds,20,0
2026-03-29,earbuds,bose quietcomfort earbuds,63,0
2026-04-05,earbuds,bose quietcomfort earbuds,83,0
2026-04-12,earbuds,bose quietcomfort earbuds,100,0
2026-04-19,earbuds,bose quietcomfort earbuds,76,0
2026-04-26,earbuds,bose quietcomfort earbuds,57,0
2026-05-03,earbuds,bose quietcomfort earbuds,45,0
2026-05-10,earbuds,bose quietcomfort earbuds,57,0
2026-05-17,earbuds,bose quietcomfort earbuds,74,1
2025-05-18,earbuds,jabra elite,0,0
2025-05-25,earbuds,jabra elite,0,0
2025-06-01,earbuds,jabra elite,0,0
2025-06-08,earbuds,jabra elite,0,0
2025-06-15,earbuds,jabra elite,0,0
2025-06-22,earbuds,jabra elite,0,0
2025-06-29,earbuds,jabra elite,0,0
2025-07-06,earbuds,jabra elite,0,0
2025-07-13,earbuds,jabra elite,0,0
2025-07-20,earbuds,jabra elite,0,0
2025-07-27,earbuds,jabra elite,0,0
2025-08-03,earbuds,jabra elite,0,0
2025-08-10,earbuds,jabra elite,13,0
2025-08-17,earbuds,jabra elite,0,0
2025-08-24,earbuds,jabra elite,0,0
2025-08-31,earbuds,jabra elite,11,0
2025-09-07,earbuds,jabra elite,0,0
2025-09-14,earbuds,jabra elite,0,0
2025-09-21,earbuds,jabra elite,0,0
2025-09-28,earbuds,jabra elite,0,0
2025-10-05,earbuds,jabra elite,0,0
2025-10-12,earbuds,jabra elite,0,0
2025-10-19,earbuds,jabra elite,0,0
2025-10-26,earbuds,jabra elite,0,0
2025-11-02,earbuds,jabra elite,0,0
2025-11-09,earbuds,jabra elite,0,0
2025-11-16,earbuds,jabra elite,0,0
2025-11-23,earbuds,jabra elite,0,0
2025-11-30,earbuds,jabra elite,0,0
2025-12-07,earbuds,jabra elite,0,0
2025-12-14,earbuds,jabra elite,0,0
2025-12-21,earbuds,jabra elite,0,0
2025-12-28,earbuds,jabra elite,0,0
2026-01-04,earbuds,jabra elite,0,0
2026-01-11,earbuds,jabra elite,0,0
2026-01-18,earbuds,jabra elite,0,0
2026-01-25,earbuds,jabra elite,0,0
2026-02-01,earbuds,jabra elite,0,0
2026-02-08,earbuds,jabra elite,0,0
2026-02-15,earbuds,jabra elite,0,0
2026-02-22,earbuds,jabra elite,0,0
2026-03-01,earbuds,jabra elite,0,0
2026-03-08,earbuds,jabra elite,0,0
2026-03-15,earbuds,jabra elite,0,0
2026-03-22,earbuds,jabra elite,0,0
2026-03-29,earbuds,jabra elite,32,0
2026-04-05,earbuds,jabra elite,43,0
2026-04-12,earbuds,jabra elite,32,0
2026-04-19,earbuds,jabra elite,21,0
2026-04-26,earbuds,jabra elite,16,0
2026-05-03,earbuds,jabra elite,13,0
2026-05-10,earbuds,jabra elite,21,0
2026-05-17,earbuds,jabra elite,30,1
2025-05-18,earbuds,jbl live,0,0
2025-05-25,earbuds,jbl live,0,0
2025-06-01,earbuds,jbl live,0,0
2025-06-08,earbuds,jbl live,0,0
2025-06-15,earbuds,jbl live,0,0
2025-06-22,earbuds,jbl live,0,0
2025-06-29,earbuds,jbl live,0,0
2025-07-06,earbuds,jbl live,0,0
2025-07-13,earbuds,jbl live,0,0
2025-07-20,earbuds,jbl live,0,0
2025-07-27,earbuds,jbl live,0,0
2025-08-03,earbuds,jbl live,0,0
2025-08-10,earbuds,jbl live,10,0
2025-08-17,earbuds,jbl live,0,0
2025-08-24,earbuds,jbl live,0,0
2025-08-31,earbuds,jbl live,0,0
2025-09-07,earbuds,jbl live,0,0
2025-09-14,earbuds,jbl live,0,0
2025-09-21,earbuds,jbl live,0,0
2025-09-28,earbuds,jbl live,0,0
2025-10-05,earbuds,jbl live,0,0
2025-10-12,earbuds,jbl live,0,0
2025-10-19,earbuds,jbl live,0,0
2025-10-26,earbuds,jbl live,0,0
2025-11-02,earbuds,jbl live,0,0
2025-11-09,earbuds,jbl live,0,0
2025-11-16,earbuds,jbl live,0,0
2025-11-23,earbuds,jbl live,0,0
2025-11-30,earbuds,jbl live,8,0
2025-12-07,earbuds,jbl live,0,0
2025-12-14,earbuds,jbl live,0,0
2025-12-21,earbuds,jbl live,0,0
2025-12-28,earbuds,jbl live,0,0
2026-01-04,earbuds,jbl live,0,0
2026-01-11,earbuds,jbl live,0,0
2026-01-18,earbuds,jbl live,0,0
2026-01-25,earbuds,jbl live,0,0
2026-02-01,earbuds,jbl live,0,0
2026-02-08,earbuds,jbl live,0,0
2026-02-15,earbuds,jbl live,0,0
2026-02-22,earbuds,jbl live,0,0
2026-03-01,earbuds,jbl live,0,0
2026-03-08,earbuds,jbl live,0,0
2026-03-15,earbuds,jbl live,0,0
2026-03-22,earbuds,jbl live,7,0
2026-03-29,earbuds,jbl live,27,0
2026-04-05,earbuds,jbl live,41,0
2026-04-12,earbuds,jbl live,49,0
2026-04-19,earbuds,jbl live,43,0
2026-04-26,earbuds,jbl live,30,0
2026-05-03,earbuds,jbl live,22,0
2026-05-10,earbuds,jbl live,39,0
2026-05-17,earbuds,jbl live,44,1
2025-05-18,earbuds,sony wf-1000xm5,0,0
2025-05-25,earbuds,sony wf-1000xm5,0,0
2025-06-01,earbuds,sony wf-1000xm5,0,0
2025-06-08,earbuds,sony wf-1000xm5,0,0
2025-06-15,earbuds,sony wf-1000xm5,0,0
2025-06-22,earbuds,sony wf-1000xm5,0,0
2025-06-29,earbuds,sony wf-1000xm5,0,0
2025-07-06,earbuds,sony wf-1000xm5,0,0
2025-07-13,earbuds,sony wf-1000xm5,0,0
2025-07-20,earbuds,sony wf-1000xm5,0,0
2025-07-27,earbuds,sony wf-1000xm5,0,0
2025-08-03,earbuds,sony wf-1000xm5,14,0
2025-08-10,earbuds,sony wf-1000xm5,12,0
2025-08-17,earbuds,sony wf-1000xm5,0,0
2025-08-24,earbuds,sony wf-1000xm5,0,0
2025-08-31,earbuds,sony wf-1000xm5,0,0
2025-09-07,earbuds,sony wf-1000xm5,0,0
2025-09-14,earbuds,sony wf-1000xm5,0,0
2025-09-21,earbuds,sony wf-1000xm5,0,0
2025-09-28,earbuds,sony wf-1000xm5,0,0
2025-10-05,earbuds,sony wf-1000xm5,0,0
2025-10-12,earbuds,sony wf-1000xm5,0,0
2025-10-19,earbuds,sony wf-1000xm5,0,0
2025-10-26,earbuds,sony wf-1000xm5,0,0
2025-11-02,earbuds,sony wf-1000xm5,0,0
2025-11-09,earbuds,sony wf-1000xm5,0,0
2025-11-16,earbuds,sony wf-1000xm5,0,0
2025-11-23,earbuds,sony wf-1000xm5,0,0
2025-11-30,earbuds,sony wf-1000xm5,0,0
2025-12-07,earbuds,sony wf-1000xm5,0,0
2025-12-14,earbuds,sony wf-1000xm5,0,0
2025-12-21,earbuds,sony wf-1000xm5,0,0
2025-12-28,earbuds,sony wf-1000xm5,0,0
2026-01-04,earbuds,sony wf-1000xm5,0,0
2026-01-11,earbuds,sony wf-1000xm5,0,0
2026-01-18,earbuds,sony wf-1000xm5,0,0
2026-01-25,earbuds,sony wf-1000xm5,0,0
2026-02-01,earbuds,sony wf-1000xm5,0,0
2026-02-08,earbuds,sony wf-1000xm5,0,0
2026-02-15,earbuds,sony wf-1000xm5,0,0
2026-02-22,earbuds,sony wf-1000xm5,0,0
2026-03-01,earbuds,sony wf-1000xm5,0,0
2026-03-08,earbuds,sony wf-1000xm5,0,0
2026-03-15,earbuds,sony wf-1000xm5,0,0
2026-03-22,earbuds,sony wf-1000xm5,0,0
2026-03-29,earbuds,sony wf-1000xm5,41,0
2026-04-05,earbuds,sony wf-1000xm5,66,0
2026-04-12,earbuds,sony wf-1000xm5,82,0
2026-04-19,earbuds,sony wf-1000xm5,57,0
2026-04-26,earbuds,sony wf-1000xm5,36,0
2026-05-03,earbuds,sony wf-1000xm5,16,0
2026-05-10,earbuds,sony wf-1000xm5,39,0
2026-05-17,earbuds,sony wf-1000xm5,54,1
2025-05-18,headset,astro a40,0,0
2025-05-25,headset,astro a40,0,0
2025-06-01,headset,astro a40,0,0
2025-06-08,headset,astro a40,0,0
2025-06-15,headset,astro a40,0,0
2025-06-22,headset,astro a40,0,0
2025-06-29,headset,astro a40,0,0
2025-07-06,headset,astro a40,0,0
2025-07-13,headset,astro a40,0,0
2025-07-20,headset,astro a40,0,0
2025-07-27,headset,astro a40,0,0
2025-08-03,headset,astro a40,0,0
2025-08-10,headset,astro a40,0,0
2025-08-17,headset,astro a40,0,0
2025-08-24,headset,astro a40,0,0
2025-08-31,headset,astro a40,0,0
2025-09-07,headset,astro a40,0,0
2025-09-14,headset,astro a40,0,0
2025-09-21,headset,astro a40,0,0
2025-09-28,headset,astro a40,0,0
2025-10-05,headset,astro a40,0,0
2025-10-12,headset,astro a40,0,0
2025-10-19,headset,astro a40,0,0
2025-10-26,headset,astro a40,0,0
2025-11-02,headset,astro a40,0,0
2025-11-09,headset,astro a40,0,0
2025-11-16,headset,astro a40,0,0
2025-11-23,headset,astro a40,0,0
2025-11-30,headset,astro a40,0,0
2025-12-07,headset,astro a40,0,0
2025-12-14,headset,astro a40,0,0
2025-12-21,headset,astro a40,0,0
2025-12-28,headset,astro a40,0,0
2026-01-04,headset,astro a40,0,0
2026-01-11,headset,astro a40,0,0
2026-01-18,headset,astro a40,0,0
2026-01-25,headset,astro a40,0,0
2026-02-01,headset,astro a40,0,0
2026-02-08,headset,astro a40,9,0
2026-02-15,headset,astro a40,0,0
2026-02-22,headset,astro a40,0,0
2026-03-01,headset,astro a40,0,0
2026-03-08,headset,astro a40,0,0
2026-03-15,headset,astro a40,0,0
2026-03-22,headset,astro a40,0,0
2026-03-29,headset,astro a40,0,0
2026-04-05,headset,astro a40,6,0
2026-04-12,headset,astro a40,4,0
2026-04-19,headset,astro a40,5,0
2026-04-26,headset,astro a40,0,0
2026-05-03,headset,astro a40,1,0
2026-05-10,headset,astro a40,3,0
2026-05-17,headset,astro a40,3,1
2025-05-18,headset,hyperx cloud,0,0
2025-05-25,headset,hyperx cloud,0,0
2025-06-01,headset,hyperx cloud,0,0
2025-06-08,headset,hyperx cloud,0,0
2025-06-15,headset,hyperx cloud,0,0
2025-06-22,headset,hyperx cloud,0,0
2025-06-29,headset,hyperx cloud,0,0
2025-07-06,headset,hyperx cloud,0,0
2025-07-13,headset,hyperx cloud,0,0
2025-07-20,headset,hyperx cloud,0,0
2025-07-27,headset,hyperx cloud,10,0
2025-08-03,headset,hyperx cloud,22,0
2025-08-10,headset,hyperx cloud,22,0
2025-08-17,headset,hyperx cloud,0,0
2025-08-24,headset,hyperx cloud,0,0
2025-08-31,headset,hyperx cloud,0,0
2025-09-07,headset,hyperx cloud,0,0
2025-09-14,headset,hyperx cloud,0,0
2025-09-21,headset,hyperx cloud,0,0
2025-09-28,headset,hyperx cloud,0,0
2025-10-05,headset,hyperx cloud,0,0
2025-10-12,headset,hyperx cloud,0,0
2025-10-19,headset,hyperx cloud,0,0
2025-10-26,headset,hyperx cloud,0,0
2025-11-02,headset,hyperx cloud,0,0
2025-11-09,headset,hyperx cloud,0,0
2025-11-16,headset,hyperx cloud,0,0
2025-11-23,headset,hyperx cloud,12,0
2025-11-30,headset,hyperx cloud,10,0
2025-12-07,headset,hyperx cloud,10,0
2025-12-14,headset,hyperx cloud,0,0
2025-12-21,headset,hyperx cloud,0,0
2025-12-28,headset,hyperx cloud,0,0
2026-01-04,headset,hyperx cloud,0,0
2026-01-11,headset,hyperx cloud,0,0
2026-01-18,headset,hyperx cloud,0,0
2026-01-25,headset,hyperx cloud,0,0
2026-02-01,headset,hyperx cloud,0,0
2026-02-08,headset,hyperx cloud,0,0
2026-02-15,headset,hyperx cloud,0,0
2026-02-22,headset,hyperx cloud,8,0
2026-03-01,headset,hyperx cloud,0,0
2026-03-08,headset,hyperx cloud,0,0
2026-03-15,headset,hyperx cloud,7,0
2026-03-22,headset,hyperx cloud,13,0
2026-03-29,headset,hyperx cloud,52,0
2026-04-05,headset,hyperx cloud,72,0
2026-04-12,headset,hyperx cloud,77,0
2026-04-19,headset,hyperx cloud,53,0
2026-04-26,headset,hyperx cloud,35,0
2026-05-03,headset,hyperx cloud,21,0
2026-05-10,headset,hyperx cloud,45,0
2026-05-17,headset,hyperx cloud,56,1
2025-05-18,headset,logitech g,0,0
2025-05-25,headset,logitech g,10,0
2025-06-01,headset,logitech g,0,0
2025-06-08,headset,logitech g,0,0
2025-06-15,headset,logitech g,0,0
2025-06-22,headset,logitech g,0,0
2025-06-29,headset,logitech g,0,0
2025-07-06,headset,logitech g,0,0
2025-07-13,headset,logitech g,0,0
2025-07-20,headset,logitech g,0,0
2025-07-27,headset,logitech g,0,0
2025-08-03,headset,logitech g,39,0
2025-08-10,headset,logitech g,30,0
2025-08-17,headset,logitech g,0,0
2025-08-24,headset,logitech g,0,0
2025-08-31,headset,logitech g,12,0
2025-09-07,headset,logitech g,0,0
2025-09-14,headset,logitech g,10,0
2025-09-21,headset,logitech g,10,0
2025-09-28,headset,logitech g,10,0
2025-10-05,headset,logitech g,0,0
2025-10-12,headset,logitech g,7,0
2025-10-19,headset,logitech g,0,0
2025-10-26,headset,logitech g,0,0
2025-11-02,headset,logitech g,11,0
2025-11-09,headset,logitech g,0,0
2025-11-16,headset,logitech g,10,0
2025-11-23,headset,logitech g,13,0
2025-11-30,headset,logitech g,12,0
2025-12-07,headset,logitech g,10,0
2025-12-14,headset,logitech g,0,0
2025-12-21,headset,logitech g,9,0
2025-12-28,headset,logitech g,0,0
2026-01-04,headset,logitech g,0,0
2026-01-11,headset,logitech g,15,0
2026-01-18,headset,logitech g,0,0
2026-01-25,headset,logitech g,0,0
2026-02-01,headset,logitech g,0,0
2026-02-08,headset,logitech g,0,0
2026-02-15,headset,logitech g,11,0
2026-02-22,headset,logitech g,0,0
2026-03-01,headset,logitech g,13,0
2026-03-08,headset,logitech g,16,0
2026-03-15,headset,logitech g,10,0
2026-03-22,headset,logitech g,19,0
2026-03-29,headset,logitech g,73,0
2026-04-05,headset,logitech g,100,0
2026-04-12,headset,logitech g,100,0
2026-04-19,headset,logitech g,77,0
2026-04-26,headset,logitech g,60,0
2026-05-03,headset,logitech g,38,0
2026-05-10,headset,logitech g,70,0
2026-05-17,headset,logitech g,95,1
2025-05-18,headset,razer kraken,0,0
2025-05-25,headset,razer kraken,0,0
2025-06-01,headset,razer kraken,0,0
2025-06-08,headset,razer kraken,0,0
2025-06-15,headset,razer kraken,0,0
2025-06-22,headset,razer kraken,0,0
2025-06-29,headset,razer kraken,0,0
2025-07-06,headset,razer kraken,0,0
2025-07-13,headset,razer kraken,0,0
2025-07-20,headset,razer kraken,0,0
2025-07-27,headset,razer kraken,0,0
2025-08-03,headset,razer kraken,0,0
2025-08-10,headset,razer kraken,0,0
2025-08-17,headset,razer kraken,0,0
2025-08-24,headset,razer kraken,0,0
2025-08-31,headset,razer kraken,0,0
2025-09-07,headset,razer kraken,0,0
2025-09-14,headset,razer kraken,0,0
2025-09-21,headset,razer kraken,0,0
2025-09-28,headset,razer kraken,0,0
2025-10-05,headset,razer kraken,0,0
2025-10-12,headset,razer kraken,0,0
2025-10-19,headset,razer kraken,0,0
2025-10-26,headset,razer kraken,0,0
2025-11-02,headset,razer kraken,0,0
2025-11-09,headset,razer kraken,0,0
2025-11-16,headset,razer kraken,0,0
2025-11-23,headset,razer kraken,0,0
2025-11-30,headset,razer kraken,0,0
2025-12-07,headset,razer kraken,0,0
2025-12-14,headset,razer kraken,0,0
2025-12-21,headset,razer kraken,0,0
2025-12-28,headset,razer kraken,0,0
2026-01-04,headset,razer kraken,0,0
2026-01-11,headset,razer kraken,0,0
2026-01-18,headset,razer kraken,0,0
2026-01-25,headset,razer kraken,0,0
2026-02-01,headset,razer kraken,0,0
2026-02-08,headset,razer kraken,0,0
2026-02-15,headset,razer kraken,0,0
2026-02-22,headset,razer kraken,0,0
2026-03-01,headset,razer kraken,0,0
2026-03-08,headset,razer kraken,0,0
2026-03-15,headset,razer kraken,0,0
2026-03-22,headset,razer kraken,0,0
2026-03-29,headset,razer kraken,8,0
2026-04-05,headset,razer kraken,11,0
2026-04-12,headset,razer kraken,11,0
2026-04-19,headset,razer kraken,9,0
2026-04-26,headset,razer kraken,8,0
2026-05-03,headset,razer kraken,1,0
2026-05-10,headset,razer kraken,7,0
2026-05-17,headset,razer kraken,8,1
2025-05-18,headset,steelseries arctis,0,0
2025-05-25,headset,steelseries arctis,0,0
2025-06-01,headset,steelseries arctis,0,0
2025-06-08,headset,steelseries arctis,0,0
2025-06-15,headset,steelseries arctis,0,0
2025-06-22,headset,steelseries arctis,0,0
2025-06-29,headset,steelseries arctis,0,0
2025-07-06,headset,steelseries arctis,0,0
2025-07-13,headset,steelseries arctis,0,0
2025-07-20,headset,steelseries arctis,10,0
2025-07-27,headset,steelseries arctis,0,0
2025-08-03,headset,steelseries arctis,20,0
2025-08-10,headset,steelseries arctis,19,0
2025-08-17,headset,steelseries arctis,0,0
2025-08-24,headset,steelseries arctis,0,0
2025-08-31,headset,steelseries arctis,0,0
2025-09-07,headset,steelseries arctis,0,0
2025-09-14,headset,steelseries arctis,0,0
2025-09-21,headset,steelseries arctis,0,0
2025-09-28,headset,steelseries arctis,0,0
2025-10-05,headset,steelseries arctis,8,0
2025-10-12,headset,steelseries arctis,0,0
2025-10-19,headset,steelseries arctis,0,0
2025-10-26,headset,steelseries arctis,0,0
2025-11-02,headset,steelseries arctis,14,0
2025-11-09,headset,steelseries arctis,0,0
2025-11-16,headset,steelseries arctis,0,0
2025-11-23,headset,steelseries arctis,10,0
2025-11-30,headset,steelseries arctis,9,0
2025-12-07,headset,steelseries arctis,8,0
2025-12-14,headset,steelseries arctis,0,0
2025-12-21,headset,steelseries arctis,0,0
2025-12-28,headset,steelseries arctis,0,0
2026-01-04,headset,steelseries arctis,0,0
2026-01-11,headset,steelseries arctis,0,0
2026-01-18,headset,steelseries arctis,0,0
2026-01-25,headset,steelseries arctis,0,0
2026-02-01,headset,steelseries arctis,0,0
2026-02-08,headset,steelseries arctis,0,0
2026-02-15,headset,steelseries arctis,0,0
2026-02-22,headset,steelseries arctis,0,0
2026-03-01,headset,steelseries arctis,0,0
2026-03-08,headset,steelseries arctis,0,0
2026-03-15,headset,steelseries arctis,0,0
2026-03-22,headset,steelseries arctis,17,0
2026-03-29,headset,steelseries arctis,52,0
