packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
2065,20250108,F-0353-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) Gracie's Kitchen brand Cauliflower Florets; UPC: 85316-10012; 12 oz foam tray,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/14-11/24/24
2066,20250108,F-0336-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Fiesta Watermelon Bowl; UPC: 85316-10200; 60 oz plastic container b.) Gracie's Kitchen
brand Fiesta Watermelon Bowl; UPC: 85316-10202; 60 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/9-11/19/24 b.) Sell By Dates: 11/11-11/21/24
2067,20250108,F-0352-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) Gracie's Kitchen brand Broccoli Florets; UPC: 85316-10011; 12 oz foam tray,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/14-11/24/24
2068,20250108,F-0372-2025,Delta Fresh LLC.,Terminated,Class I,Food,"Product is a whole, fresh cucumber with no individual packaging, labeling, PLU, or other identifying
information. Cucumber weight and size varies.   Type of master packaging: 1.PACKAGED IN BULK IN 1 1/9 BUSHEL
CARDBOARD BOXES WITH THE  DELTA FRESH  LABEL; OR 2.PACKAGED IN BULK IN 1 1/9 BUSHEL GENERIC WHITE CARDBOARD
BOXES WITH A STICKER THAT PROVIDES THE IMPLICATED GROWER S NAME,  AGROTATO, S.A. DE C.V.  Net wt: 50 lb UPC:
N/A  Firm Name & Address listed on label: AGROTATO SA DE CV, BLVD. FRANCISCO EUSEBIO KINO NO. 315, INT. 706,
COL. LOMAS DEL PITIC, C.P. 83010, HERMOSILLO, SONORA, MEXICO is listed on the master case. There is no
packaging/label/sticker on the cucumbers",Potential Salmonella contamination of fresh cucumbers.  Associated with an outbreak.,"Recalled product was distributed to the following states: AZ, CA, IL, MD, MI, MN, NY. and TX.",Delta Fresh does NOT assign lot information to the shipping container.
2069,20250108,F-0344-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Watermelon Halo; UPC: 85316-10392; 26 oz plastic container b.) Gracie's Kitchen brand
Watermelon Halo; UPC: 85316-10392; 26 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24
2070,20250108,F-0325-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Cantaloupe Slices; UPC 85316-10008; 20 oz foam tray b) Wild By Nature brand Cantaloupe
Slices; UPC: 85316-10008; 20 oz foam tray c.) King Kullen brand Cantaloupe Chunks; UPC: 85316-10379; 12 oz
plastic container d.) King Kullen brand Cantaloupe Chunks; UPC: 85316-10383; 16 oz plastic container e.) King
Kullen brand Cantaloupe Slices; UPC: 85316-10540; 16 oz plastic container f.) Wild By Nature brand Cantaloupe
Chunks; UPC: 85316-10379; 12 oz plastic container g.) Wild By Nature brand Cantaloupe Chunks; UPC:
85316-10383; 16 oz plastic container h.) Gracie's Kitchen brand Cantaloupe Chunks; UPC: 85316-10353; 16 oz
plastic container i.) Gracie's Kitchen brand Cantaloupe Chunks; UPC: 85316-10379; 12 oz plastic container j.)
Gracie's Kitchen brand Cantaloupe Slices; UPC: 85316-10450' 16 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/09-11/19/24 b.) Sell By Dates: 11/09-11/19/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/9-11/19/24 f.) Sell By Dates: 11/11-11/21/24 g.) Sell By Dates: 11/11-11/21/24 h.) Sell By Dates: 11/11-11/21/24 i.) Sell By Dates: 11/11-11/2124 j.) Sell By Dates: 11/9-11/19/24
2071,20250108,F-0343-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Tropical Delight Bowl; UPC: 85316-10391; 28 oz plastic container b.) Gracie's Kitchen
brand Tropical Delight Bowl; UPC: 85316-10313; 28 oz plastic container c.) Gracie's Kitchen brand Tropical
Delight Bowl; UPC: 85316-10391; 28 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24 c.) Sell By Dates: 11/11-11/21/24
2072,20250108,F-0369-2025,RUSS DAVIS WHOLESALE,Terminated,Class I,Food,"Bacon Avocado Wrap,  Net Wt 9.9oz.  Keep Refrigerated.  UPC   7 95631-81038 7.  Containing Flour
Tortilla,Carrots, Lettuce, Cheddar Cheese, Cucumber, Guacamole, Bacon Bits, Ranch Dressing, Spinach, Cream
Cheese.   Sold under the following brands:   1.  Crazy Fresh 2.  quick & easy, Meals",Cucumbers have potential to be contaminated with Salmonella.,"IA, IL, KS, MI, MN, MT, ND, NE, SD, WI, WY","Lot Codes:  X7547814, X7550037, X7554119, X7554784, X7556770, X7558868.   Sell By Dates:  November 5 - November 15, 2024"
2073,20250108,F-0323-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Watermelon Slices; UPC 85316-10006; 20 oz foam tray b) Wild By Nature brand Watermelon
Slices; UPC: 85316-10006; 20 oz foam tray c.) King Kullen brand Watermelon Chunks; UPC: 85316-10413; 12 oz
plastic container d.) King Kullen brand Watermelon Slices; UPC: 85316-10543; 16 oz plastic container e.) Wild
By Nature brand Watermelon Spears; UPC: 85316-10389; 24 oz plastic container f.) Gracie's Kitchen brand
Watermelon Spears; UPC: 85316-10302; 24 oz plastic container g.) Gracie's Kitchen brand Watermelon Spears:
UPC: 85316-10342; 24 oz plastic container h.) Gracie's Kitchen brand Watermelon Chunks: UPC: 85316-10356; 16
oz plastic containers i.) King Kullen brand Watermelon Spears; UPC: 85316-10389; 24 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/09-11/19/24 b.) Sell By Dates: 11/09-11/19/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/9-11/19/24 e.) Sell By Dates: 11/11-11/21/24 f.) Sell By Dates: 11/11-11/21/24 g.) Sell By Dates: 11/11-11/21/24 h.) Sell By Dates: 11/11-11/21/24 i.) Sell By Dates: 11/11-11/21/24
2074,20250108,F-0354-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) Gracie's Kitchen brand Diced Carrots; UPC: 85316-10019; 10 oz plastic container,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24
2075,20250108,F-0339-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Mango; UPC: 85316-10377; 12 oz plastic container b.) King Kullen brand Mango Spears;
UPC: 85316-10387; 16 oz plastic container c.) Wild by Nature brand Mango; UPC: 85316-10377; 12 oz plastic
container d.) Gracie's Kitchen brand Mango Spears; UPC: 85316-10337; 16 oz plastic container e.) Gracie's
Kitchen brand Mango Cup; UPC: 85316-10323; 12 oz plastic container f.) Gracie's Kitchen brand Mango Chunks;
UPC: 85316-10352; 16 oz plastic container g.) Gracie's Kitchen brand Magno Cup; UPC: 85316-10377; 12 oz
plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/11-11/21/24 f.) Sell By Dates: 11/11-11/21/24 g.)Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/11-11/21/24 f.) Sell By Dates: 11/11-11/21/24
2076,20250108,F-0376-2025,"GARDNER'S CANDIES , INC",Terminated,Class I,Food,"Gardner's Candies Cappuccino Meltaway Bar 1.25 oz. (35g), Item Number: 15207/online website item number is
0015207, sold individually and; also as part of Gardner's Meltaway Treat Box 6 oz, Item Number: 50135 or
online website item number is 0050135",Product contains Undeclared Allergen Tree Nuts (Cashews),"The recalled product was distributed to the following States: PA, OH, GA, MN, NM, MD, KY, SC, FL, MO, CA",Gardner's Cappuccino Meltaway Bar: dated 082725;  Gardner's Meltaway Treat Box: dated either 101625 or 112525
2077,20250108,F-0334-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) King Kullen brand Tri Colored Noodles; UPC: 85316-10146; 14 oz plastic container,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24
2078,20250108,F-0375-2025,Herr Foods Inc,Terminated,Class II,Food,"Wegmans Jalapeno Baked  Cheese Puffs, Jalapeno flavored, 10oz, (283 g),  SKU #6877","Undeclared monosodium glutamate, sodium diacetate, disodium inosinate and disodium guanylate,
and spice extract",The recalled product was distributed to the following states: NY,"Expiration dates 12/1/2024, 12/22/2024, 12/29/2024, 1/5/2025, 1/26/2025, 2/23/2025, 3/2/2025, 3/23/2025, 4/20/2025, 5/11/2025, 5/18/2025"
2079,20250108,F-0365-2025,Sam'S Club,Terminated,Class II,Food,"Member's Mark Hatch Chile Chicken Enchiladas, ready to cook, perishable, packaging type: aluminum/black oven-
safe tray Net wt. variable - average 1.52 lbs. UPC 00226529000004, UPC 00409802813793",Presence of Listeria monocytogenes,Distributed nationwide,All Best if Used by Dates.
2080,20250108,F-0327-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Stuffed Artichokes; UPC: 85316-10061; 16 oz foam tray b.) Gracie's Kitchen brand Stuffed
Artichokes; UPC: 85316-10055; 16 oz foam tray",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/9-11/19/24 b.) Sell By Dates: 11/14-11/24/24
2081,20250108,F-0349-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) Wild by Nature brand Sliced Mixed Peppers; UPC: 85316-10102; 12 oz plastic container b.) Gracie's Kitchen
brand Sliced Mixed Peppers; UPC: 85316-10007; 12 oz plastic container c.) Gracie's Kitchen brand Diced Tri
Color Peppers; UPC: 85316-10023; 10 oz plastic container d.) Gracie's Kitchen brand Sliced Mixed Peppers; UPC:
85316-10102; 12 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/12-11/22/24 c.) Sell By Dates: 11/12-11/22/24 d.) Sell By Dates: 11/12-11/22/24
2082,20250108,F-0348-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) WIld by Nature brand Squash Noodles; UPC: 85316-10022; 14 oz plastic container,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24
2083,20250108,F-0350-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) Wild by Nature brand Fruit Spears; UPC: 85316-10393; 24 oz plastic container b.) Gracie's Kitchen brand
Fruit Spears; UPC: 85316-10393; 24 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24
2084,20250108,F-0364-2025,"Reser's Fine Foods, Inc.",Terminated,Class I,Food,"FCF Item 404885, Gyro Kit No Trays. Each box consists of 2/5.25lbs. packages. UPC 0 13454 38158. Distributed
by Fresh Creative Foods, Vista CA.   Each kit consists of 8 bags of Traditional Pita Bread, 2/32oz. bags of
Gyro Slices, 2 Sleeves of 4/2oz. cups premium Tzatziki sauce, 2 sleeves of 4/2oz. cups Fire Feta sauce, and
label #5108 Gyro on Premise.  This product is sold to consignees for further assemble/repack and each 5.25lbs.
tray is not sold directly to consumers.","Salmonella. Item 404885, Gyro Kit No Trays contains implicated cucumber in the tzatziki sauce cup.","Distributed in AZ, CA, CO, FL, GA, IL, IN, KS, LA, MD, MN, MO, NC, NY, OH, OK, TX, UT and WY.",Kit has Use By date of  1/2/2025. Batch B1842582
2085,20250108,F-0332-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Fajita Mix; UPC: 85316-11090; 12 oz plastic container b.) Gracie's Kitchen brand Fajita
Mix; UPC: 85316-10002; 12 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24 b.) Sell By Dates: 11/12-11/22/24
2086,20250108,F-0333-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Brussel Sprout Halves; UPC: 85316-10097; 12 oz plastic container b.) King Kullen brand
Brussel Sprouts Shredded; UPC: 85316-10098; 12 oz plastic container c.) Wild by Nature brand Brussel Sprout
Halves; UPC: 85316-10097; 12 oz plastic container d.) Gracie's Kitchen brand Brussel Sprout Halves; UPC:
85316-10097; 12 oz plastic container e.) Gracie's Kitchen brand Brussel Sprouts Shredded; UPC: 85316-10098; 12
oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24 b.) Sell By Dates: 11/12-11/22/24 c.) Sell By Dates: 11/12-11/22/24 d.) Sell By Dates: 11/12-11/22/24 e.) Sell By Dates: 11/12-11/22/24
2087,20250108,F-0367-2025,RUSS DAVIS WHOLESALE,Terminated,Class I,Food,"Whole and Cut Cucumbers packaged in the following sizes:   1.  Peak Cucumber Item 08027, 24 count.  Product of
Mexico.   2.     Peak Cucumber Item 08009, 5 LB. Product of Mexico.   3. Cucumber Super Select Item 22200, 24
count. Product of Mexico.   4.     Cucumber Item 22201, 5 lb. Product of Mexico.   5.      Cucumber Super
Select Item 22227, 6 CT. Product of Mexico.   6.  Cucumber 1/4"" Slice/Skin-On    Net Wt 5 LB.  Keep
Refrigerated.  Mexico 7.  Cucumber Diced  3/8""   Net Wt. 5 LB.  Keep Refrigerated.  Mexico 8.  Cucumber 1/4""
Peeled Sliced Net Wt. 5 LB.  Keep Refrigerated.  Mexico",Cucumbers have potential to be contaminated with Salmonella.,"IA, IL, KS, MI, MN, MT, ND, NE, SD, WI, WY","Lot Codes:  1.   X7544915, X7544941, X7545223, X7545254, X7545818, X7547379, X7549235, X7549567, X7552171.   2. X7544916, X7544942, X7545255, X7545671, X7545820, X7547380. 3. X7522892, X7525242, X7527841, X7529877, X7538875, X7544860, X7545305, X7546056, X7546374, X7548174, X7549360, X7550452, X7550665, X7550864, X7551649, X7552580, X7554639. 4.  X7523208, X7525604, X7527034, X7527842, X7528437, X7530464, X7532041, X7532810, X7535312, X7536804, X7537516, X7543731, X7544783, X7545096, X7546437, X7546473, X7547169, X7547211, X7547672, X7548066, X7549528, X7550453, X7552059, X7552233, X7556439. 5. X7547984, X7548122, X7548232, X7549231, X7549555.     6.  X7545151, X7549635, X7551987, X7556080, X7558549.  Use By:  11/6/2024 - 11/13/2024.   7.  X7568580, USE BY:  11/17/2024.   8.  X7550999 and X7557325 USE BY:  11/8/2024 - 11/12/2024."
2088,20250108,F-0340-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Mango Berry; UPC: 85316-10378; 12 oz plastic container b.) Wild By Nature brand Mango
Berry; UPC: 85316-10378; 12 oz plastic container c.) Gracie's Kitchen brand Mango Berry; UPC: 85316-10325; 12
oz plastic container d.) Gracie's Kitchen brand Mango Berry Cup; UPC: 85316-10326; 12 oz plastic container e.)
Gracie's Kitchen brand Mango Berry; UPC: 85316-10378; 12 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/11-11/21/24
2089,20250108,F-0319-2025,"Lithuanian Bakery, Inc.",Terminated,Class I,Food,"Napoleonas Torte packaged under the following sizes:  1.  Small, Net Wt 1.25 lbs. (sub ingredients contain
wheat, yellow #5 and #6, and sulfites not declared on final product label)  2.  Medium, Net Wt 2.75 lbs. (sub
ingredients contain yellow #5 and #6 not declared on final product label)  3.  Large, Net Wt 6 lbs (sub
ingredients contain wheat, milk, yellow #5 and #6, and sulfites not declared on final product label)","Products contain undeclared allergens (milk, soy, and wheat) and undeclared sulfites, yellow 5, yellow 6.","Distributed to store front customers at retail stores in IA, IL, KS, MO, MN, NE, and SD.",Not provided
2090,20250108,F-0329-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Diced White Onion; UPC: 85316-10083; 12 oz plastic container b.) Wild By Nature brand
Diced White Onion; UPC: 85316-10085; 12 oz plastic container c.) Gracie's Kitchen brand Diced White Onion;
UPC: 85316-10018; 10 oz plastic container d.) Gracie's Kitchen brand Diced White Onion; UPC: 85316-10085; 10
oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24 b.) Sell By Dates: 11/12-11/22/24 c.) Sell By Dates: 11/12-11/22/24 d.) Sell By Dates: 11/12-11/22/24
2091,20250108,F-0346-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Large Fruit Platter; UPC: 85316-10402; 56 oz plastic container b.) Gracie's Kitchen
brand Large Fruit Platter; UPC: 85316-10402; 56 oz plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24
2092,20250108,F-0347-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,a.) King Kullen brand Papaya Chunks; UPC: 85316-10411; 12 oz plastic container,Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24
2093,20250108,F-0360-2025,"Grimmway Enterprises, Inc. dba Grimmway Farms",Terminated,Class I,Food,"--- Organic Whole Carrots ---  Organic Carrot 125/6 Cal-Organic Farms; Organic Carrot 150/5 Bunny Luv; Organic
Carrots 10/5 Lb O-Organic; Organic Carrots 10/5 Simple Truth; Organic Carrots 10/5# 365 Organic;  Organic
Carrots 10/5# 365 Organic RPC; Organic Carrots 10/5# Bunny Luv; Organic Carrots 10/5# Cal-Organic Farms;
Organic Carrots 10/5# Cal-Organic Farms RPC; Organic Carrots 10/5# Full Circle; Organic Carrots 10/5# Nature's
Promise; Organic Carrots 10/5# Wholesome Pantry; Organic Carrots 12/2# Wegmans Quick Lock; Organic Carrots 15
Lbs Cal Organic Farms; Organic Carrots 16/2 Simple Truth RPC; Organic Carrots 20/2# Marketside RPC; Organic
Carrots 24/1 Lb Good & Gather; Organic Carrots 24/1# Wegmans Quick Lock; Organic Carrots 24/2 Bunny Luv;
Organic Carrots 24/2 Lb. O-Organic; Organic Carrots 24/2 Simple Truth; Organic Carrots 24/2# Cal-Organic
Farms; Organic Carrots 24/2# Compliments; Organic Carrots 24/2# Full Circle; Organic Carrots 24/2# President's
Choice; Organic Carrots 24/2# Wholesome Pantry; Organic Carrots 24/2Lb 365 Organic; Organic Carrots 24/2Lb 365
RPC; Organic Carrots 25 Lbs Cal-Organic Farms; Organic Carrots 25 Lbs Jumbo Bunny Luv; Organic Carrots 25 Lbs
Jumbo Cal-Organic Farms; Organic Carrots 25 Lbs Table Bunny Luv; Organic Carrots 25 Lbs Table Cal-Organic
Farms; Organic Carrots 32/1 Lb Simple Truth RPC; Organic Carrots 48/1 Bunny Luv; Organic Carrots 48/1 Lb.
O-Organic; Organic Carrots 48/1 Simple Truth; Organic Carrots 48/1# Cal-Organic Farms; Organic Carrots 48/1#
Cal-Organic Farms RPC; Organic Carrots 48/1# Full Circle; Organic Carrots 48/1# Green Wise; Organic Carrots
48/1# Nature's Promise; Organic Carrots 48/1# Trader Joe's 038651; Organic Carrots 48/1# Wholesome Pantry;
Organic Carrots 48/1Lb 365 Organic; Organic Carrots 48/1Lb 365 Organic RPC; Organic Carrots 5/5# Wegmans Quick
Lock; Organic Carrots 6/5 Simple Truth RPC; Organic Carrots 8/5# Bunny Luv; Organic Juice Carrots 25 Lbs Bunny
Luv; Organic Juice Carrots 25 Lbs Cal-Organic Farm; Organic Juice Carrots 25Lb GreenWise; Organic Juice
Carrots 5/10# Bunny Luv; Organic Juice Carrots 5/10# O-Organic; Organic Juice Carrots 50 Lbs Bunny Luv;
Organic Juice Carrots 50 Lbs Cal-Organic Farm --- Brands --- 365, Bunny Luv, Cal-Organic, Compliments, Full
Circle, Good & Gather, GreenWise, Marketside, Nature's Promise, O Organics, President's Choice, Simple Truth,
Trader Joe's, Wegmans, Wholesome Pantry",Potential contamination with E. coli O121:H19,"Distribution Centers located in U.S. States: AL, AR, AZ, CA, CO, CT, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, NC, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI U.S. Territories: Puerto Rico Foreign Countries: Canada, United Arab Emirates, Hong Kong, Columbia",1477682 1477721 1478167 1478260 1478364 1478451 1478867 1478940 1479117 1479237 1479923 1479963 1480061 1480645 1480672 1480681 1480932 1481626 1481712 1481750 1482128 1482128 1482258 1482395 1482400 1483242 1483280 1483290 1483308 1483312 1483319 1483715 1483912 1484023 1484024 1484177 1484688 1484823 1484907 1484914 1484916 1484923 1485275 1485438 1485655
2094,20250108,F-0345-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Fruit Tray; UPC: 85316-10398; 42 oz plastic container b.) King Kullen brand Fruit Tray;
UPC: 85316-10399; 1.65 plastic container c.) WIld by Nature Fruit Tray; UPC: 85316-10398; 42 oz plastic
container d.) Wild by Nature Fruit Tray: UPC: 85316-10399; 1.65lb plastic container e.) Gracie's Kitchen brand
Fruit Tray; UPC: 85316-10398; 42 oz plastic container f.) Gracie's Kitchen brand Fruit Tray: UPC: 85316-10399;
1.65lb plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/11-11/21/24 b.) Sell By Dates: 11/11-11/21/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/11-11/21/24 f.) Sell By Dates: 11/11-11/21/24
2095,20250108,F-0324-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Pineapple Slices; UPC 85316-10007; 20 oz foam tray b) Wild By Nature brand Pineapple
Slices; UPC: 85316-10007; 20 oz foam tray c.) King Kullen brand Pineapple Chunks; UPC: 85316-10386; 16 oz
plastic container d.) King Kullen brand Pineapple Spears; UPC: 85316-10388; 16 oz plastic container e.) King
Kullen brand Pineapple Slices; UPC: 85316-10542; 16 oz plastic container f.) Wild By Nature brand Pineapple
Chunks; UPC: 85316-10380; 12 oz plastic container g.) Wild By Nature brand Pineapple Chunks: UPC: 85316-10386;
16 oz plastic container h.) Gracie's Kitchen brand Pineapple Spears; UPC: 85316-10341; 16 oz plastic container
i.) Gracie's Kitchen brand Pineapple Chunks; UPC: 85316-10354; 16 oz plastic container j.) Gracie's Kitchen
brand Pineapple Chunks; UPC: 85316-10380; 12 oz plastic container k.) Gracie's Kitchen brand Pineapple Cup;
UPC: 85316-10386; 16 oz plastic container l.) King Kullen brand Pineapple Chunks; UPC: 85316-10380; 12 oz
plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/09-11/19/24 b.) Sell By Dates: 11/09-11/19/24 c.) Sell By Dates: 11/11-11/21/24 d.) Sell By Dates: 11/11-11/21/24 e.) Sell By Dates: 11/9-11/19/24 f.) Sell By Dates: 11/11-11/21/24 g.) Sell By Dates: 11/11-11/21/24 h.) Sell By Dates: 11/11-11/21/24 i.) Sell By Dates: 11/11-11/21/24 j.) Sell By Dates: 11/11-11/21/24 k.) Sell By Dates: 11/11-11/21/24 i.) Sell By Dates: 11/11-11/21/24
2096,20250108,F-0368-2025,RUSS DAVIS WHOLESALE,Terminated,Class I,Food,"Garden Salad w/Ranch Dressing,  Net Wt 9oz.  Keep Refrigerated.  UPC   7 95831-81023 3.  Containing Lettuce,
tomatoes, cucumbers, cheddar cheese, carrots and hard cooked egg.  Sold under the following brands:   1.
Crazy Fresh 2.  quick & easy, Ready to Enjoy",Cucumbers have potential to be contaminated with Salmonella.,"IA, IL, KS, MI, MN, MT, ND, NE, SD, WI, WY","Lot Codes:  X7549263, X7552558, X7554472, X7556762, X7558018, X7560391, X7562507, X7564848.   Sell By Dates:  November 6 - November 16, 2024"
2097,20250108,F-0331-2025,Gracie's Kitchens Inc.,Terminated,Class II,Food,"a.) King Kullen brand Peppers & Onions; UPC: 85316-10087; 12 oz plastic container b.) Wild by Nature brand
Peppers & Onions; UPC: 85316-10087; 12 oz plastic container c.) Gracie's Kitchen brand Peppers & Onions; UPC:
85316-10001; 12 oz plastic container d.) Gracie's Kitchen brand Peppers & Onions; UPC: 85316-10087; 12 oz
plastic container",Product may be contaminated with Listeria monocytogenes.,CT and NY,a.) Sell By Dates: 11/12-11/22/24 b.) Sell By Dates: 11/12-11/22/24 c.) Sell By Dates: 11/12-11/22/24 d.) Sell By Dates: 11/12-11/22/24
2098,20250108,F-0321-2025,OYATSUPAN BAKERS,Terminated,Class III,Food,"An Pan bun is a sweet roll filled with sweet red bean paste, stamped with black sesame seeds on top. Product
is packaged in clear polypropylene bag, heat sealed with white labels on front and back. Net wt. 2.9pz. UPC
854077007055.   The affected label states ""**INGREDIENTS: Azuki Filling (Sugar, water, red beans, salt),
Unbleached wheat flour ***Unsalted butter, whole eggs, black sesame seeds, nonfat dry milk***CONTAINS: EGGS,
MILK, WHEAT ***Made by Oyatsupan Bakers Beaverton, OR.","The contains statement does not declare sesame. Black sesame seeds are visible on product and
the Ingredients Statement declares black sesame seeds.",distributed in OR and WA.,"Best By: 11/27, 11/28, and 11/29."
2099,20250108,F-0366-2025,Minnesota Milk Bank for Babies,Terminated,Class II,Food,"MN Milk Bank for Babies Pasteurize Donor Human Milk.  Volume:  4 fl. oz. / 120 ml.  Milk Type:  20 kcal/oz.
1.0 g/dL Total Protein.  MN Milk Bank for Babies, Roseville, MN  55113",Foreign material. (undetermined),MN,Batch 002237-1 Exp Date:  01/01/2025
2100,20250108,F-0373-2025,BALOIAN FARMS,Terminated,Class I,Food,"whole fresh American cucumbers packaged in bulk cardboard containers labeled with the ""Pamela"" brand, a
generic white box with a sticker that provides the implicated grower's name, ""Agrotato, S.A. de C.V.,"" or a
clear PamPak branded bag of 6 individual cucumbers with the UPC 8 2540107010 6   ""  Pamela (Bulk Pack 24ct,
36ct, Small, Large, Plain, Select and Super Select) Distributed to Wholesale, Food Service, Retail, and
Brokers  ""      Stock ""Vegetables"" (Bulk Pack 24ct, 36ct, Small, Large, Plain, Select and Super Select)
Distributed to Wholesale, Food Service, Retail and Brokers  ""   PamPak (6x6 Bagged Cucumbers) with UPC
code:825401070106 Distributed to 2 Wholesale distributers (3 locations)  Pamela                  (24 Ct, 36
Ct, Plain, Large, Select, Super Select, Small) Stock Vegetables              (Plain, Large, Select, Super
Select, Small) PamPak                      (6x6ct Bag Pack)   Case Label GTIN: 10825401300514",Cucumbers potentially contaminated with Salmonella.,"Distributed to the following states: AK, AZ, CA, CO, IA, ID, KS, MA, MI, MO, MT, NV, NY, NC, OR, TX, WA, and WI.",No codes or PLU labels are applied to individual cucumbers.   Lot Number (Master Case)  Qty (Cases)  Ship Date 3-58614     71 cases    10/25/2024 3-58642     180 cases     10/18/2024 3-28729    16 cases  10/24/2024 3-58857    64 cases  11/01/2024 3-58866    70 cases  11/04/2024 3-58891    162 cases  11/05/2024 3-58919    14 cases  10/07/2024 3-58943    92 cases  11/08/2024 3-58984    34 cases  11/12/2024 3-59020    42 cases   11/12/2024  The consumer bag has a UPC code of: 825401070106
