packet_row,report_date,recall_number,recalling_firm,status,classification,product_type,product_description,reason_for_recall,distribution_pattern,code_info
97,20260513,H-0736-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Lemon Chiffon Ice Cream - 32 oz,"Undeclared Milk, Eggs, Yellow #5.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
98,20260513,H-0754-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Ube Ice Cream - 32 oz,"Undeclared Milk, Red #3, Red #40, Blue #1, Blue #2.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
99,20260513,H-0687-2026,Tops Markets LLC,Terminated,Class III,Food,Garland Fresh Peeled Garlic 6 oz. bag,"The potential contamination with Clostridium botulinum, due to risk of temperature abuse during
chilled storage at the firm","NY, VT, PA",UPC: 00068826753408 UPC: UPC: 00071894000005 Codes: all
100,20260513,H-0759-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class III,Food,"Peppermint Ice Cream - 32 oz (4 labels: Mollie Stone's; Dehoff's; Farmer Joe's, Piazza's Fine Foods) UPC: 8-12017-00933",Undeclared Red #40,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,UPC: 8-12017-00933
101,20260513,H-0708-2026,Walker Honey Co,Ongoing,Class II,Food,"Natural Creamed Honey, 671333101377 *These product labels may also say  Whipped Honey  instead of  Creamed
Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped Honey. The
UPC codes remained the same. Packaged in Glass jars  UPC Code: 671333101377",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
102,20260513,H-0707-2026,Walker Honey Co,Ongoing,Class II,Food,"Lemon Creamed Honey, 671333101353 *These product labels may also say  Whipped Honey  instead of  Creamed Honey
as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped Honey. The UPC
codes remained the same. Packaged in Glass jars  UPC Code:  671333101353",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
103,20260513,H-0703-2026,Walker Honey Co,Ongoing,Class II,Food,"Blackberry Creamed Honey 671333101308 * These product labels may also say  Whipped Honey  instead of  Creamed
Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped Honey.The
UPC codes remained the same. Packaged in Glass jars  UPC Code:  671333101308",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
104,20260513,H-0713-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Almond Joy Ice Cream - 32 oz,"Undeclared Milk, Almonds, Soy, Sulfites.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
105,20260513,H-0695-2026,"Falcon Trading Co., Inc.",Ongoing,Class III,Food,"SunRidge Farms Organic Black Beans CERTIFIED ORGANIC BY QAI NET WT. 25 LBS. ORIGEN: ARGENTINA EXPORTADOR:
ESPAR SRL FECHA PRODUCCION: 11/13/2023  Item: 003040 UPC: 086700930403","Potential contamination with pesticides, haloxyfop and thiamethoxam","U.S. Distribution: CA, CO, HI, MO, TX, VT, WA. Foreign Distribution: None.",Lot: PND-23-11-36
106,20260513,H-0712-2026,French Broad Chocolate Factory,Ongoing,Class I,Food,"french broad CHOCOLATE bette's bake sale (a multi-flavor bonbon assortment). 6-piece NET WT. 2.5 OZ (70.75G);
12-piece NET WT. 5 OZ (141.75G); and 24-piece NET WT. 10 OZ (283.5G), French Broad Chocolate Crafted in
Asheville, NC 28801, USA","Undeclared nut allergen (walnut) due to mislabeling. The product's printed tasting guide
incorrectly identifies the Walnut Fudge and Peach Cobbler flavor chocolates (bonbons). Consumers
relying on the printed materials could mistakenly consume a nut-containing bonbon.","Product was shipped to the following states: AL, AR, AZ, CA, CO, CT, DC, FL, GA, IA, IL, IN, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NY, OH, OK, OR, PA, SC, SD, TN, TX, UT, VA, VT, WA, WI & WV.",6-piece: Batch 260414 Best By Jun. 29 2026 & Batch 260417 Best By Jun. 30 2026 12-piece: Batch 260414 Best By Jun. 22 2026 & Batch 260417 Best By Jun. 30 2026 24-piece: Batch 260414 Best By Jun. 29 2026 & Batch 260417 Best By Jun. 30 2026
107,20260513,H-0726-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Chocolate Marble Ice Cream - 32 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
108,20260513,H-0730-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Coconut Pineapple Ice Cream - 32 oz; 56 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
109,20260513,H-0693-2026,Griffith Foods Inc.,Ongoing,Class I,Food,"MILK-N-EGG MIX NET WEIGHT: 50 LBS, PROCESSED FROM NONFAT DRIED MILK, DRIED WHEY, DRIED EGG WHITES CONTAINS:
EGG, MILK Mfred By: Griffith Goods, One Griffith Way, Stonecrest, GA","Potential Salmonella contamination. The firm was notified from their supplier that the nonfat
dry milk may be contaminated with Salmonella.","Product was shipped to the following states: AZ, CA, CO, FL, GA, IL, LA, MD, MI, NC, PA, SC, TN, TX & WA.","L 669896 Use By: 2-17-2027, L 669833 Use By: 2-16-2027, L 668712 Use By: 2-16-2027, L 668711 Use By: 2-16-2027, L 668710 Use By: 2-16-2027, L 668709 Use By: 2-16-2027 & L 668708 Use By: 2-16-2027."
110,20260513,H-0706-2026,Walker Honey Co,Ongoing,Class II,Food,"Hatch Creamed Honey  671333101339 * These product labels may also say  Whipped Honey  instead of  Creamed
Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped Honey. The
UPC codes remained the same. Packaged in Glass jars  UPC Code:  671333101339",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
111,20260513,H-0765-2026,Raw Farm LLC,Ongoing,Class I,Food,RAW FARM SHREDDED RAW CHEDDAR 80 OZ [BULK ITEM]  UPC: 835204000194,Multi-state outbreak of E. coli O157:H7.,"U.S. distribution: AZ, CA, CO, FL, GA, IL, IN, MD, NV, TX. Foreign distribution: None.","80 oz - BATCH: 2026020, BEST BY: 5/6/2026 and all prior batches/dates."
112,20260513,H-0743-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Peanut Butter Fudge Ice Cream - 32 oz,"Undeclared Milk, Peanuts.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
113,20260513,H-0697-2026,"Falcon Trading Co., Inc.",Ongoing,Class III,Food,SunRidge Farms Organic SUNSET SOUP MIX CERTIFIED ORGANIC BY QAI NET WT. 25 LBS  Item: 013000 UPC: 086700130001,"Potential contamination with pesticides, haloxyfop and thiamethoxam","U.S. Distribution: CA, CO, HI, MO, TX, VT, WA. Foreign Distribution: None.","Lots: 0062614, 3132500, 2162598, 1252536, 3552404, 2612435."
114,20260513,H-0714-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Banana Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Yellow #5.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
115,20260513,H-0762-2026,Raw Farm LLC,Ongoing,Class I,Food,"RAW FARM RAW CHEDDAR Original NEVER WARMED ABOVE 102F (TRULY RAW) MADE WITH WHOLE RAW MILK MADE IN USA KEEP
REFRIGERATED INGREDIENTS: whole raw milk, vegetable rennet, cultures, kosher sea salt Produced By: RAW FARM,
LLC www.rawfarmusa.com  8 oz (227g) UPC: 835204001177  16 oz (454g) UPC: 835204000156",Multi-state outbreak of E. coli O157:H7.,"U.S. distribution: AZ, CA, CO, FL, GA, IL, IN, MD, NV, TX. Foreign distribution: None.","8 oz - BATCH: 20260212, BEST BY: 5/13/2026 and all prior batches/dates. 16 oz - BATCH: 20251027-4, BEST BY: 8/23/2026 and all prior batches/dates."
116,20260513,H-0704-2026,Walker Honey Co,Ongoing,Class II,Food,"Cinnamon Creamed Honey 671333101360 * These product labels may also say  Whipped Honey  instead of  Creamed
Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped Honey. The
UPC codes remained the same. Packaged in Glass jars  UPC:  671333101360",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
117,20260513,H-0746-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Pistachio Ice Cream - 32 oz,"Undeclared Milk, Pistachios, Yellow #5, Blue #1.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
118,20260513,H-0689-2026,SUNGAL INC,Terminated,Class II,Food,"XZL, Jelly Snacks, 12.68 OZ, Bag. 12 Bags per Case.",Product Contains undeclared FD&C Yellow #5 & #6 and Red #40,"The product was distributed to the following states : NY, RI",UPC CODE 6926475202449
119,20260513,H-0758-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,"Chocolate Mint Ice Cream - 32 oz (4 labels: Mollie Stone's; Dehoff's; Farmer Joe's, Piazza's Fine Foods) UPC: 8-12017-00917","Undeclared Soy (with mitigating circumstances), Yellow #5, Blue #1",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,UPC: 8-12017-00917
120,20260513,H-0744-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Pecan Praline Ice Cream - 32 oz,"Undeclared Milk, Pecans.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
121,20260513,H-0733-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Egg Nog Ice Cream - 32 oz,"Undeclared Milk, Eggs, Yellow #5.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
122,20260513,H-0761-2026,Target Corporation,Ongoing,Class II,Food,"Good & Gather Fresh from Our Deli.  Sesame Teriyaki Chicken with Rice.  Net Wt 18.0 oz (1.125lb).  Keep
Refrigerated.  DPCI # 878-02-0227.  UPC (01) 00250086000009 (3922) 00999.   Distributed by SuperTarget Mpls,
MN  55403.",Undeclared allergens (sesame and soy),"AL, AZ, CA, CO, FL, GA, IA, IL, IN, KS, LA, MN, MO, NC, ND, NE, OK, TN, TX, UT, VA, WI",Use or Freeze By:  4/15/26 through 4/27/26
123,20260513,H-0750-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Rocky Road Ice Cream - 56 oz,"Undeclared Milk, Walnuts, Eggs.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
124,20260513,H-0728-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Chocolate Showers Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Soy.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
125,20260513,H-0742-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Orange Sherbert - 32 oz,"Undeclared Milk, Yellow #5.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
126,20260513,H-0747-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Pumpkin Ice Cream - 32 oz,"Undeclared Milk, Yellow #6.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
127,20260513,H-0690-2026,Disaronno Ingredients S.p.a.,Ongoing,Class II,Food,"Montebianco, 113542 Base Vegan, 2 Kg (4.41 Lb) Bag, packed 8 bags per master case of 2 Kg (4.41 lb) each total
case weight,16 Kg / 35.27 lb","Undeclared allergen Milk. The presence of the milk allergen in the product was found to exceed
acceptable levels despite the product being labeled with the statement *May contain milk. *",Product distributed in MD,Lot#L070725 0727  BBE: 31.07.2027
128,20260513,H-0709-2026,Walker Honey Co,Ongoing,Class II,Food,"Darkside of the Hive Creamed Honey/Salted Chocolate Creamed Honey 671333101414 *These product labels may also
say  Whipped Honey  instead of  Creamed Honey  as labels and size were changed in this timeline from 14 oz
Creamed Honey to 11 oz Whipped Honey. The UPC codes remained the same. Packaged in Glass jars  UPC Code:
671333101414",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
129,20260513,H-0751-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Sea Salt Caramel Ice Cream - 32 oz,"Undeclared Milk, Soy, Sulfites.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
130,20260513,H-0725-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Cherry Vanilla Ice Cream - 32 oz,"Undeclared Milk, Red #40.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
131,20260513,H-0729-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Chocolate Ice Cream - 32 oz; 56 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
132,20260513,H-0740-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Mocha Almond Fudge Ice Cream - 32 oz,"Undeclared Milk, Almonds, Soy.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
133,20260513,H-0755-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Vanilla Ice Cream - 32 oz; 56 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
134,20260513,H-0723-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Caramel Cashew Ice Cream - 32 oz,"Undeclared Milk, Cashews, Soy, Sulfites.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
135,20260513,H-0748-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Rainbow Sherbert - 32 oz,"Undeclared Milk, Soy, Yellow #5, Red #40, Green #3.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
136,20260513,H-0753-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Toasted Almond Ice Cream - 32 oz,"Undeclared Milk, Almonds.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
137,20260513,H-0738-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Mango Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Yellow #5.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
138,20260513,H-0715-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Black Raspberry Marble Ice Cream - 32 oz,"Undeclared Milk, Red #40, Blue #1.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
139,20260513,H-0710-2026,Walker Honey Co,Ongoing,Class II,Food,"Hatch Green Chile Creamed Honey 671333101339 * These product labels may also say  Whipped Honey  instead of
Creamed Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped
Honey. The UPC codes remained the same. Packaged in Glass  jars  UPC Code: 671333101339",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
140,20260513,H-0739-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Maple Walnut Ice Cream - 32 oz,"Undeclared Milk, Walnuts, Sulfites.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
141,20260513,H-0763-2026,Raw Farm LLC,Ongoing,Class I,Food,"RAW FARM RAW CHEDDAR Jalapeno NEVER WARMED ABOVE 102F (TRULY RAW) MADE WITH WHOLE RAW MILK MADE IN USA KEEP
REFRIGERATED INGREDIENTS: whole raw milk, vegetable rennet, cultures, kosher sea salt, 100% organic chili
powder jalapeno, air dried green jalapeno peppers Produced By: RAW FARM, LLC www.rawfarmusa.com  8 oz (227g)
UPC: 835204000330  16 oz (454g) UPC: 835204000354",Multi-state outbreak of E. coli O157:H7.,"U.S. distribution: AZ, CA, CO, FL, GA, IL, IN, MD, NV, TX. Foreign distribution: None.","8 oz - BATCH: 20251128-2J, BEST BY: 9/24/2026 and all prior batches/dates. 16 oz - BATCH: 20251128-1J, BEST BY: 9/24/2026 and all prior batches/dates."
142,20260513,H-0721-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Butter Brickle Ice Cream - 32 oz,"Undeclared Milk, Almonds, Soy.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
143,20260513,H-0766-2026,Raw Farm LLC,Ongoing,Class I,Food,RAW FARM ORIGINAL RAW CHEDDAR 80 OZ [BULK ITEM]  UPC: 835204001160,Multi-state outbreak of E. coli O157:H7.,"U.S. distribution: AZ, CA, CO, FL, GA, IL, IN, MD, NV, TX. Foreign distribution: None.","80 oz - BATCH: 20251015-4, BEST BY: 8/11/2026 and all prior batches/dates."
144,20260513,H-0716-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Black Raspberry Ice Cream - 32 oz,"Undeclared Milk, Red #40, Blue #1.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
145,20260513,H-0735-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Horchata Ice Cream - 32 oz,"Undeclared Milk, Soy.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
146,20260513,H-0727-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Chocolate Mint Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Soy, Yellow #5, Blue #1.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
147,20260513,H-0700-2026,California Dairies Inc.,Ongoing,Class I,Food,Buttermilk Powder - paper bags 25 kg.  (packed under 1 label: BMP Extra Grade Standard),Potential contamination with Salmonella.,"U.S. Distribution: Unknown and to be determined during RAC assignment. Domestic consignees pick-up product from CDI. Foreign Distribution: Mexico, Philippines, Dominican Republic.",Batch Codes for recalled product all start with  A  or  B    full list below. Batch Codes and Production Date: A22525-08-A 8/13/2025; A22525-08-B 8/13/2025; A22525-08-C 8/13/2025; A22525-08-D 8/13/2025; A22525-08-E 8/13/2025; A22525-08-F 8/13/2025; A22525-08-G 8/13/2025; A22525-08-H 8/13/2025.
148,20260513,H-0752-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Strawberry Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Red #40.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
149,20260513,H-0717-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Black Walnut Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Walnuts.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
150,20260513,H-0692-2026,Griffith Foods Inc.,Ongoing,Class I,Food,"MILK WASH NET WEIGHT: 50OZ (1417g) Packed Exclusively For: Chick-fil-A, Inc. 5200 Buffington Road Atlanta, GA 30349","Potential Salmonella contamination. The firm was notified from their supplier that the nonfat
dry milk may be contaminated with Salmonella.","Product was shipped to the following states: AZ, CA, CO, FL, GA, IL, LA, MD, MI, NC, PA, SC, TN, TX & WA.","L 671742 Best By AUG 30 2026, L 671741 Best By AUG 30 2026, L 670653 Best By AUG 24 2026, L 669617 Best By AUG 17 2026, L 669616 Best By AUG 17 2026, L 669611 Best By AUG 16 2026 & L 669610 Best By AUG 16 2026."
151,20260513,H-0741-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Mocha Chip Ice Cream - 32 oz; 56 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
152,20260513,H-0731-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Coffee Ice Cream - 32 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
153,20260513,H-0749-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Raspberry Sherbert - 32 oz,"Undeclared Milk, Red #40.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
154,20260513,H-0734-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Green Tea Ice Cream - 32 oz,"Undeclared Milk, Yellow #5.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
155,20260513,H-0732-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Cookies and Cream Ice Cream - 32 oz; 56 oz,"Undeclared Milk, Wheat, Soy.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
156,20260513,H-0720-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Burgundy Cherry Ice Cream - 32 oz,"Undeclared Milk, Red #40, Blue #1, Blue #2.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
157,20260513,H-0702-2026,Walker Honey Co,Ongoing,Class II,Food,"Raspberry Creamed Honey 671333101322 ¿  These product labels may also say  Whipped Honey  instead of  Creamed
Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz Whipped Honey, UPC
Code: 671333101322",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
158,20260513,H-0776-2026,"Post Consumer Brands, LLC",Completed,Class II,Food,"Publix Bran Flakes, Wheat Cereal.  Net Wt 18oz (1 lb 2 oz) 510g.  UPC 0 41415-24305 7.   Distributed by Publix
Super Markets, Inc. Lakeland, FL 33802.",Foreign Material (plastic),"AL, FL, GA, NC",SKU   4141524305  Item Number   47026 Lot Code   OCT0526RBA (all time stamps)
159,20260513,H-0688-2026,Tops Markets LLC,Terminated,Class III,Food,Christopher Ranch Peeled Garlic 6 oz.,"The potential contamination with Clostridium botulinum, due to risk of temperature abuse during
chilled storage at the firm","NY, VT, PA",UPC: 00007457410852  Codes: all
160,20260513,H-0718-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Blueberry Cheesecake Ice Cream - 32 oz,"Undeclared Milk, Red #40, Blue #1.",Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
161,20260513,H-0722-2026,Silver Moon LP dba Loard's Ice Cream,Ongoing,Class II,Food,Loard's Butterscotch Marble Ice Cream - 32 oz,Undeclared Milk.,Loard's brand distributed to Loard's Ice Cream parlors located in Northern California. Private labels distributed to grocery stores located in Northern California.,None
162,20260513,H-0694-2026,Green Organic Vegetables,Ongoing,Class II,Food,Woodstock Organic Shelled Edamame 10 oz. and 48 oz.,Foreign object: metal pieces,Nationwide,Woodstock Organic Shelled Edamame 10 oz. UPC:0-4256300780-5 Lot Code: 20425GOLY with Best by: 07/23/2027 Lot Code: 20525GOLY with Best by: 07/24/2027 Lot Code: 32025GOLY with Best by: 11/16/2027  Woodstock Organic Shelled Edamame 3 lbs. UPC: 0-4256301242-7 Lot Code: 20425GOLY with Best by: 07/23/2027
163,20260513,H-0705-2026,Walker Honey Co,Ongoing,Class II,Food,"Dark Pecan Creamed Honey/Pecan Creamed Honey 671333101407 * These product labels may also say  Whipped Honey
instead of  Creamed Honey  as labels and size were changed in this timeline from 14 oz Creamed Honey to 11 oz
Whipped Honey. The UPC codes remained the same. Packaged in Glass jars  UPC Code: 671333101407",Creamed honey products may contain stainless steel dust/flakes and/or small particles or shreds of plastic.,Texas,packed after 12/1/2025
164,20260506,H-0679-2026,Hadson (Toko) Trading Co. Inc.,Ongoing,Class II,Food,Negita Cracker- Shrimp 2.8oz,Contains undeclared FD&C Yellow 6,"CT, GA, IL, MA, MD, NJ, NY, OH, PA, TX, UT, VA",UPC code: 4975934313310 Best by: 1/6/2027
165,20260506,H-0677-2026,"Guangdong Zonegoing Food Co., LTD",Ongoing,Class II,Food,"52USA brand POPPING BOBA; PASSION FRUIT FLAVOR; Net wt: 7 lb (3.2kg); Ingredients Drinking water, fructose
syrup, food additives (hydroxypropyl distarch phosphate (E1442), calcium lactate (E327), DL-malic acid (E296),
sodium alginate (E401), citric acid (E330), carrageenan (EE407), potassium chloride (E508), potassium sorbate
(E202), guar gum (E412), trisodium citrate (E331), beta-carotene (E160a). sucralose (E955), tartrazine (E102),
sunset yellow (E110)), food flavors.; CONTAINS NO JUICE; Shelf Life: 18 months; Distributed for Felicific
Inc., Queens, NY 11435;  PRODUCT OF CHINA; UPC 8 1018 42125 1","Products contain unapproved colors, specifically tartrazine (FD&C Yellow 5), sunset yellow (FD&C
Yellow 6), and allura red (FD&C Red 40).",NY,"Lot Numbers: 20250813 Expiration Date: Feb 8, 2027"
166,20260506,H-0678-2026,"Guangdong Zonegoing Food Co., LTD",Ongoing,Class II,Food,"52USA brand POPPING BOBA; MANGO FLAVOR; Net wt: 7 lb (3.2kg); Ingredients Drinking water, fructose syrup, food
additives (hydroxypropyl distarch phosphate (E1442), calcium lactate (E327), DL-malic acid (E296), sodium
alginate (E401), citric acid (E330), carrageenan (EE407), potassium chloride (E508), potassium sorbate (E202),
guar gum (E412), trisodium citrate (E331), beta-carotene (E160a). sucralose (E955), tartrazine (E102), sunset
yellow (E110)), food flavors.; CONTAINS NO JUICE; Shelf Life: 18 months; Distributed for Felicific Inc.,
Queens, NY 11435;  PRODUCT OF CHINA; UPC 8 1018 42124 4","Products contain unapproved colors, specifically tartrazine (FD&C Yellow 5), sunset yellow (FD&C
Yellow 6), and allura red (FD&C Red 40).",NY,"Lot Numbers: 20250813 Expiration Date: Feb 8, 2027"
